place_code,city,state,pop_estimate_2021,state_code,city_state,city_state_code,place_state_code,geo_code,land_area_sqkm,pop_per_km2,county_state,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,hispanic_or_latino,access2,arthritis,binge,bphigh,bpmed,cancer,casthma,cervical,chd,checkup,cholscreen,colon_screen,copd,corem,corew,csmoking,dental,depression,diabetes,ghlth,highchol,kidney,lpa,mammouse,mhlth,obesity,phlth,sleep,stroke,teethlost,cumulative_confirmed,cumulative_deceased,walk_score,bike_score,living_wage,median_aqi,violent_crime,property_crime,walkable,walkable_detail,aqi_concern_level
53980,Orange,California,137264,CA,"Orange, California","Orange, CA",53980CA,653980.0,66.478667,2064.7826768247323,"Orange, California",0.474057291059564,0.0177905350273924,0.0128584333838442,0.1339899755216225,0.002826669775032,0.2111405758246882,0.1666205268679333,0.4194471966429653,12.55,19.7,15.6,25.6,61.15,5.5,9.0,81.55,5.1,65.3,86.69999999999999,62.4,5.1,39.45,31.35,10.4,66.9,15.1,9.6,13.3,30.8,2.6,20.75,67.85,12.65,23.0,9.15,31.9,2.45,7.75,0.2261005466250656,0.0026448142171474,51,53,51843.0,49.0,0.0013113416482107,0.0159109453316237,Walkable,Somewhat Walkable,Good
54652,Oxnard,California,201879,CA,"Oxnard, California","Oxnard, CA",54652CA,654652.0,68.707177,2938.2519965854517,"Ventura, California",0.2480991088721461,0.0238707344498437,0.0330792207213231,0.0767638040608483,0.0028977754001159,0.3962076293225149,0.219993164222133,0.7478935401899157,14.55,20.0,17.1,27.4,59.3,5.9,9.5,82.5,5.65,68.35,86.15,60.05,5.449999999999999,37.8,31.35,10.95,67.0,16.75,9.9,13.95,30.5,2.75,20.75,66.1,13.85,28.85,9.6,30.3,2.6,8.600000000000001,0.2932923071102837,0.0023613197539057,57,51,43914.0,48.0,0.0035863066490323,0.0210125867475071,Walkable,Somewhat Walkable,Good
55156,Palmdale,California,165761,CA,"Palmdale, California","Palmdale, CA",55156CA,655156.0,274.705334,603.413838334861,"Los Angeles, California",0.2717165075017645,0.1392366117482399,0.0216214911830889,0.0447572106828506,0.002177834351868,0.3658399744210037,0.1769053034187776,0.631885666712918,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,24,35,45536.0,77.0,0.0039695706468952,0.0134531041680491,Car Dependent,Very Car Dependent,Moderate
55184,Palm Desert,California,51541,CA,"Palm Desert, California","Palm Desert, CA",55184CA,655184.0,69.443541,742.200055725845,"Riverside, California",0.6817679129236918,0.0198288741002308,0.008226460487767,0.0473409518635649,0.0013775440911119,0.1195359034555014,0.1145883859451698,0.2583380221571176,17.15,21.75,18.15,29.0,60.2,5.45,9.8,81.6,5.8,67.15,85.75,61.400000000000006,5.85,44.3,25.4,12.85,56.9,17.9,11.0,16.8,29.950000000000003,2.9,21.75,69.35,15.0,34.55,10.8,35.25,2.9,10.4,0.3593972492442963,0.0037431060497012,28,40,38821.0,87.0,0.0026386760055101,0.0358549504278147,Car Dependent,Car Dependent,Moderate
55282,Palo Alto,California,66680,CA,"Palo Alto, California","Palo Alto, CA",55282CA,655282.0,62.40863,1068.4419766945691,"Santa Clara, California",0.5127624475104979,0.018371325734853,0.002114577084583,0.3646820635872825,0.0023545290941811,0.0308938212357528,0.0971955608878224,0.0763497300539892,9.85,16.200000000000003,16.4,23.0,59.35,5.050000000000001,7.9,78.25,4.300000000000001,64.55,86.6,64.1,3.8,41.75,34.8,8.4,65.75,12.6,8.85,10.65,26.05,2.2,18.65,72.25,11.4,20.55,7.199999999999999,28.65,2.1,5.8,0.2128437478024224,0.0014300978976067,61,91,60993.0,44.0,0.0012897420515896,0.029739052189562,Walkable,Somewhat Walkable,Good
55618,Paramount,California,52506,CA,"Paramount, California","Paramount, CA",55618CA,655618.0,12.24201,4289.001561018166,"Los Angeles, California",0.1518112215746772,0.0980459376071306,0.0270635736868167,0.034872205081324,0.0048184969336837,0.4967813202300689,0.2099760027425437,0.8307621986058736,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,64,56,45536.0,77.0,0.0066087685216927,0.0237306212623319,Walkable,Somewhat Walkable,Moderate
56000,Pasadena,California,135732,CA,"Pasadena, California","Pasadena, CA",56000CA,656000.0,59.470461,2282.3431619270614,"Los Angeles, California",0.426097014705449,0.0830460024165266,0.0138729260601774,0.1808711284000825,0.0011493236672265,0.162260925942298,0.1545619308637609,0.337002328117172,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,69,70,45536.0,77.0,0.004516252615448,0.021115138655586,Walkable,Somewhat Walkable,Moderate
56700,Perris,California,79835,CA,"Perris, California","Perris, CA",56700CA,656700.0,81.67264999999999,977.4998117484864,"Riverside, California",0.1855827644516816,0.1032379282269681,0.0216571679088119,0.0364752301622095,0.0034195528277071,0.4517066449552201,0.1837038892716227,0.7461764890085802,17.15,21.75,18.15,29.0,60.2,5.45,9.8,81.6,5.8,67.15,85.75,61.400000000000006,5.85,44.3,25.4,12.85,56.9,17.9,11.0,16.8,29.950000000000003,2.9,21.75,69.35,15.0,34.55,10.8,35.25,2.9,10.4,0.3593972492442963,0.0037431060497012,24,33,38821.0,87.0,0.0032817686478361,0.0259410033193461,Car Dependent,Very Car Dependent,Moderate
56784,Petaluma,California,59403,CA,"Petaluma, California","Petaluma, CA",56784CA,656784.0,37.333943,1591.125802061679,"Sonoma, California",0.6854367624530747,0.0140733632981499,0.0125751224685621,0.0480952140464286,0.0027776374930559,0.1095735905593993,0.133747453832298,0.2290456710940525,11.55,23.15,18.75,26.45,61.05,6.65,9.85,84.55000000000001,5.8,64.85,86.94999999999999,62.25,5.9,41.15,33.8,11.6,65.25,17.45,9.1,12.95,27.65,2.75,18.95,70.69999999999999,13.75,25.2,9.55,28.95,2.7,7.85,0.3816138545576095,0.0020732754790747,47,54,45066.0,33.0,0.0031984916586704,0.0132821574667946,Car Dependent,Car Dependent,Good
56924,Pico Rivera,California,60764,CA,"Pico Rivera, California","Pico Rivera, CA",56924CA,656924.0,21.536859,2821.3956361974606,"Los Angeles, California",0.2177934303205845,0.0083766703969455,0.0271542360608254,0.0370449608320716,0.0011026265551971,0.4559607662431703,0.2743565268909222,0.9256961358699228,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,59,59,45536.0,77.0,0.0038509643868079,0.0173128826278717,Walkable,Somewhat Walkable,Moderate
57456,Pittsburg,California,76544,CA,"Pittsburg, California","Pittsburg, CA",57456CA,657456.0,45.780276,1671.9864248961717,"Contra Costa, California",0.2076322115384615,0.1680732650501672,0.0143446906354515,0.1968671613712374,0.0114966555183946,0.2567673494983277,0.1431464255852843,0.4219795150501672,10.85,21.05,17.15,25.6,60.1,5.8,9.2,81.55,5.1,65.65,87.15,63.85,4.9,45.35,32.6,9.95,68.9,15.55,9.45,12.55,27.6,2.55,19.15,69.55,12.9,28.200000000000003,8.65,31.5,2.5,7.1,0.3217436477397584,0.0019936772388259,39,40,50463.0,42.0,0.0058267140468227,0.0216868729096989,Car Dependent,Car Dependent,Good
57526,Placentia,California,51274,CA,"Placentia, California","Placentia, CA",57526CA,657526.0,17.124978,2994.106036223813,"Orange, California",0.4385458516987167,0.0200101415922299,0.0110972422670359,0.1973904903069782,0.0015992510824199,0.1764246986776924,0.1656590084643289,0.3840347934625736,12.55,19.7,15.6,25.6,61.15,5.5,9.0,81.55,5.1,65.3,86.69999999999999,62.4,5.1,39.45,31.35,10.4,66.9,15.1,9.6,13.3,30.8,2.6,20.75,67.85,12.65,23.0,9.15,31.9,2.45,7.75,0.2261005466250656,0.0026448142171474,50,46,51843.0,49.0,0.0037445879003003,0.0173382221008698,Walkable,Somewhat Walkable,Good
57792,Pleasanton,California,78252,CA,"Pleasanton, California","Pleasanton, CA",57792CA,657792.0,62.524282,1251.545759453903,"Alameda, California",0.4606399836425906,0.0178397996217349,0.0038337678270203,0.4042835965853908,0.0015335071308081,0.0361396513827122,0.0964192608495629,0.1007258600419158,10.75,18.2,15.15,25.6,61.45,5.1,8.7,78.95,4.65,65.9,87.8,60.35,4.300000000000001,38.45,30.95,9.95,63.150000000000006,13.6,9.35,11.85,27.950000000000003,2.35,18.0,71.44999999999999,12.5,24.4,7.85,29.9,2.35,6.95,0.2016070134547098,0.001325810941347,42,58,50463.0,45.0,0.0014312733220876,0.0208556969789909,Car Dependent,Car Dependent,Good
58072,Pomona,California,148338,CA,"Pomona, California","Pomona, CA",58072CA,658072.0,59.530485,2491.7989497313856,"Los Angeles, California",0.2150561555366797,0.0589262360285294,0.0235880219498712,0.1095808221763809,0.0021235286979735,0.4219957124944384,0.1914816163087004,0.7283636020439807,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,52,47,45536.0,77.0,0.0063368792891909,0.0283676468605482,Walkable,Somewhat Walkable,Moderate
58240,Porterville,California,62742,CA,"Porterville, California","Porterville, CA",58240CA,658240.0,48.294868,1299.1442486187143,"Tulare, California",0.373386248446017,0.0090210704153517,0.0244812087596825,0.0441649931465366,0.0022632367473143,0.366947180517038,0.1778394058206624,0.6939848905039686,22.3,23.35,16.75,29.5,61.05,5.1,10.8,79.05,6.7,68.15,82.44999999999999,55.2,7.35,33.65,27.2,15.5,52.5,18.1,13.05,22.700000000000003,29.3,3.4,28.950000000000003,66.85,16.25,35.8,13.45,35.1,3.4,14.2,0.492398346192662,0.005313742299776,40,47,34204.0,80.0,0.0030601510949603,0.020671958177935,Car Dependent,Car Dependent,Moderate
59444,Rancho Cordova,California,80413,CA,"Rancho Cordova, California","Rancho Cordova, CA",59444CA,659444.0,89.53386599999999,898.1294295948308,"Sacramento, California",0.4810789300237524,0.0918756917413851,0.0114409361670376,0.1542412296519219,0.0111922201634064,0.1040254685187718,0.1327024237374554,0.2128884633081715,12.25,22.45,16.9,26.9,60.6,5.7,10.4,81.85,5.6,67.5,85.7,61.6,6.0,37.900000000000006,34.3,12.6,63.4,16.8,10.25,14.75,27.5,2.8,21.35,68.25,14.65,30.75,10.05,33.6,2.9,8.899999999999999,0.3298862526322637,0.0033145275775199,43,60,40524.0,50.0,0.0027980550408516,0.0176837078581821,Car Dependent,Car Dependent,Good
59451,Rancho Cucamonga,California,175142,CA,"Rancho Cucamonga, California","Rancho Cucamonga, CA",59451CA,659451.0,103.885614,1685.9119685233802,"San Bernardino, California",0.4243585205147823,0.0918626029164906,0.0111566614518504,0.147360427538797,0.0027748912311153,0.1503123180048189,0.168240627605029,0.3726176473946854,18.200000000000003,21.05,17.75,28.7,59.85,5.05,10.1,80.6,5.8,65.05,85.35,57.9,5.85,36.7,24.8,13.5,59.05,16.799999999999997,11.75,18.2,29.6,3.0,25.5,72.1,15.05,39.05,11.25,36.85,2.9,11.85,0.3692597645275685,0.0045884177530908,41,45,38821.0,87.0,0.0028548263694602,0.0197325598657089,Car Dependent,Car Dependent,Moderate
59920,Redding,California,93462,CA,"Redding, California","Redding, CA",59920CA,659920.0,154.48229,605.001388832338,"Shasta, California",0.7709764396225204,0.0149258522180137,0.0236887719072992,0.0445207677986775,0.002311099698273,0.034987481543301,0.1101838180222978,0.1122381288652072,10.5,25.200000000000003,18.4,29.1,61.65,6.95,10.7,82.5,6.9,67.44999999999999,85.3,61.2,7.899999999999999,38.3,32.7,15.0,60.5,19.85,10.1,15.6,30.05,3.15,20.25,65.75,15.7,31.05,11.6,33.05,3.3,10.45,0.3957544242579872,0.0069332990948192,27,42,36372.0,45.0,,,Car Dependent,Car Dependent,Good
59962,Redlands,California,73288,CA,"Redlands, California","Redlands, CA",59962CA,659962.0,93.218621,786.1948526357196,"San Bernardino, California",0.5317241567514464,0.0505539788232725,0.011816395590001,0.096373212531383,0.0028244733107739,0.1435842156969763,0.161486191463814,0.3512989848269839,18.200000000000003,21.05,17.75,28.7,59.85,5.05,10.1,80.6,5.8,65.05,85.35,57.9,5.85,36.7,24.8,13.5,59.05,16.799999999999997,11.75,18.2,29.6,3.0,25.5,72.1,15.05,39.05,11.25,36.85,2.9,11.85,0.3692597645275685,0.0045884177530908,40,53,38821.0,87.0,0.0035067132409125,0.0287632354546446,Car Dependent,Car Dependent,Moderate
60018,Redondo Beach,California,69781,CA,"Redondo Beach, California","Redondo Beach, CA",60018CA,660018.0,16.070262,4342.244077912358,"Los Angeles, California",0.6362476891990656,0.0319571229990971,0.0060331608890672,0.1469884352474169,0.0028947707828778,0.0527364182227253,0.1488657370917585,0.1790888637308149,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,75,64,45536.0,77.0,0.0022928877488141,0.0196328513492211,Walkable,Very Walkable,Moderate
60102,Redwood City,California,81643,CA,"Redwood City, California","Redwood City, CA",60102CA,660102.0,50.080819,1630.2249370163056,"San Mateo, California",0.4591575517803118,0.0187523731367049,0.01629043518734,0.1677179917445463,0.0081942113837071,0.2173119557096138,0.1450216185098538,0.3687272638193109,9.85,17.65,16.15,24.15,59.4,5.5,8.3,82.1,4.550000000000001,67.0,87.6,62.65,4.1,39.1,33.35,8.649999999999999,70.75,13.5,8.850000000000001,10.65,29.75,2.3,17.2,72.4,11.65,21.200000000000003,7.45,28.75,2.15,5.9,0.3928527467746044,0.0021612368572467,62,67,64090.0,33.0,0.0023149565792535,0.0164496650049606,Walkable,Somewhat Walkable,Good
60466,Rialto,California,104394,CA,"Rialto, California","Rialto, CA",60466CA,660466.0,62.393481,1673.1555657232846,"San Bernardino, California",0.209437323984137,0.1183784508688238,0.0258539762821618,0.0258443971875778,0.0036879514148322,0.4294499683889878,0.1838228250665747,0.740895070597927,18.200000000000003,21.05,17.75,28.7,59.85,5.05,10.1,80.6,5.8,65.05,85.35,57.9,5.85,36.7,24.8,13.5,59.05,16.799999999999997,11.75,18.2,29.6,3.0,25.5,72.1,15.05,39.05,11.25,36.85,2.9,11.85,0.3692597645275685,0.0045884177530908,41,43,38821.0,87.0,0.005699561277468,0.0301645688449527,Car Dependent,Car Dependent,Moderate
60620,Richmond,California,115639,CA,"Richmond, California","Richmond, CA",60620CA,660620.0,77.840004,1485.598587584862,"Contra Costa, California",0.2028035524347322,0.192443725732668,0.0207110058025406,0.1447608505780921,0.0056382362351801,0.3088923287126315,0.1317462101886042,0.4489142936206643,10.85,21.05,17.15,25.6,60.1,5.8,9.2,81.55,5.1,65.65,87.15,63.85,4.9,45.35,32.6,9.95,68.9,15.55,9.45,12.55,27.6,2.55,19.15,69.55,12.9,28.200000000000003,8.65,31.5,2.5,7.1,0.3217436477397584,0.0019936772388259,59,52,50463.0,42.0,0.0089416200416814,0.0362161554492861,Walkable,Somewhat Walkable,Good
62000,Riverside,California,317261,CA,"Riverside, California","Riverside, CA",62000CA,662000.0,210.387809,1507.9818622000098,"Riverside, California",0.3624492137388459,0.0633547772969258,0.0194287983710572,0.0729966809661445,0.0035333684253658,0.3004844591676884,0.1706197736248703,0.5433570467217843,17.15,21.75,18.15,29.0,60.2,5.45,9.8,81.6,5.8,67.15,85.75,61.400000000000006,5.85,44.3,25.4,12.85,56.9,17.9,11.0,16.8,29.950000000000003,2.9,21.75,69.35,15.0,34.55,10.8,35.25,2.9,10.4,0.3593972492442963,0.0037431060497012,43,49,38821.0,87.0,0.0053142365434137,0.0308578741162638,Car Dependent,Car Dependent,Moderate
62364,Rocklin,California,72975,CA,"Rocklin, California","Rocklin, CA",62364CA,662364.0,51.307151,1422.3163550827448,"Placer, California",0.6742309009934909,0.0175128468653648,0.0065638917437478,0.116286399451867,0.0029051044878383,0.0376841384035628,0.1259883521754025,0.1362658444672833,8.600000000000001,22.35,18.95,26.05,62.15,6.800000000000001,9.45,84.65,5.45,67.8,87.25,65.65,5.35,43.8,35.2,10.15,72.25,17.049999999999997,8.4,11.05,30.450000000000003,2.55,15.4,70.55000000000001,13.4,28.05,8.7,30.8,2.5,6.6,0.259602576898648,0.002279285001361,34,51,40524.0,54.0,0.0009181226447413,0.0134703665638917,Car Dependent,Car Dependent,Moderate
62896,Rosemead,California,50245,CA,"Rosemead, California","Rosemead, CA",62896CA,662896.0,13.368558,3758.445750095111,"Los Angeles, California",0.0782167379838789,0.0056124987560951,0.0110856801671808,0.6561846949945268,0.0004179520350283,0.1765946860384117,0.0905960792118618,0.3165688128171957,16.5,17.9,16.6,26.3,58.85,5.050000000000001,9.2,80.55,5.449999999999999,64.1,86.9,58.6,5.35,30.6,27.75,10.45,59.650000000000006,16.0,10.6,16.0,27.85,2.85,21.75,71.1,14.7,28.75,10.05,33.9,2.8,9.0,0.3768720176487167,0.0041493921105571,65,51,45536.0,77.0,0.0034829336252363,0.0187481341427007,Walkable,Somewhat Walkable,Moderate
62938,Roseville,California,151901,CA,"Roseville, California","Roseville, CA",62938CA,662938.0,114.162282,1330.570809718047,"Placer, California",0.637796986194956,0.0247266311610851,0.0080776295086931,0.1231986622866209,0.0035944463828414,0.0515598975648613,0.1238701522702286,0.1583728876044265,8.600000000000001,22.35,18.95,26.05,62.15,6.800000000000001,9.45,84.65,5.45,67.8,87.25,65.65,5.35,43.8,35.2,10.15,72.25,17.049999999999997,8.4,11.05,30.450000000000003,2.55,15.4,70.55000000000001,13.4,28.05,8.7,30.8,2.5,6.6,0.259602576898648,0.002279285001361,38,59,40524.0,54.0,0.0017050578995529,0.0207635236107728,Car Dependent,Car Dependent,Moderate
64000,Sacramento,California,525041,CA,"Sacramento, California","Sacramento, CA",64000CA,664000.0,255.399993,2055.759649139849,"Sacramento, California",0.3478528343500793,0.1317363786828076,0.0137417839749657,0.198761620521064,0.0164501438935245,0.1533518334758619,0.1379187530116695,0.2880784548254327,12.25,22.45,16.9,26.9,60.6,5.7,10.4,81.85,5.6,67.5,85.7,61.6,6.0,37.900000000000006,34.3,12.6,63.4,16.8,10.25,14.75,27.5,2.8,21.35,68.25,14.65,30.75,10.05,33.6,2.9,8.899999999999999,0.3298862526322637,0.0033145275775199,49,67,40524.0,50.0,0.0061385682261004,0.031148043676589,Car Dependent,Car Dependent,Good
64224,Salinas,California,162791,CA,"Salinas, California","Salinas, CA",64224CA,664224.0,60.903234,2672.945085313532,"Monterey, California",0.2314194273639206,0.0140609738867627,0.0335952233231566,0.0595426037065931,0.002715137814744,0.4583545773414992,0.2049253337100945,0.7996633720537376,19.4,20.700000000000003,17.85,26.25,59.6,5.4,9.7,80.4,6.05,67.94999999999999,83.44999999999999,58.6,6.15,33.85,29.8,12.25,61.7,16.8,11.35,18.5,27.05,3.0,24.95,67.69999999999999,14.6,31.5,11.05,30.9,2.9,11.0,0.5844303432007912,0.004570277226628,55,50,45196.0,37.0,0.0048037053645471,0.0216965311350136,Walkable,Somewhat Walkable,Good
65000,San Bernardino,California,222203,CA,"San Bernardino, California","San Bernardino, CA",65000CA,665000.0,160.920195,1380.8273100837343,"San Bernardino, California",0.242057938011638,0.1254483512823859,0.0226324577075917,0.0417591121632021,0.0041403581409791,0.3958587417811641,0.1676440012061043,0.6801213304950878,18.200000000000003,21.05,17.75,28.7,59.85,5.05,10.1,80.6,5.8,65.05,85.35,57.9,5.85,36.7,24.8,13.5,59.05,16.799999999999997,11.75,18.2,29.6,3.0,25.5,72.1,15.05,39.05,11.25,36.85,2.9,11.85,0.3692597645275685,0.0045884177530908,45,44,38821.0,87.0,0.0128621125727375,0.0408680350850348,Car Dependent,Car Dependent,Moderate
65042,San Buenaventura (Ventura),California,109925,CA,"San Buenaventura (Ventura), California","San Buenaventura (Ventura), CA",65042CA,665042.0,56.681176,1939.3563746807229,"Ventura, California",0.6196679554241529,0.0183579713440982,0.0148555833522856,0.0404275642483511,0.0019558790084148,0.1431521491926313,0.1692062770070502,0.3538958380714123,14.55,20.0,17.1,27.4,59.3,5.9,9.5,82.5,5.65,68.35,86.15,60.05,5.449999999999999,37.8,31.35,10.95,67.0,16.75,9.9,13.95,30.5,2.75,20.75,66.1,13.85,28.85,9.6,30.3,2.6,8.600000000000001,0.2932923071102837,0.0023613197539057,48,59,43914.0,48.0,,,Car Dependent,Car Dependent,Good
