place_code,city,state,pop_estimate_2021,state_code,city_state,city_state_code,place_state_code,geo_code,land_area_sqkm,pop_per_km2,county_state,median_age,male,female,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,hispanic_or_latino,access2,arthritis,binge,bphigh,bpmed,cancer,casthma,cervical,chd,checkup,cholscreen,colon_screen,copd,corem,corew,csmoking,dental,depression,diabetes,ghlth,highchol,kidney,lpa,mammouse,mhlth,obesity,phlth,sleep,stroke,teethlost,cumulative_confirmed,cumulative_deceased,walk_score,bike_score,drive_commute,public_transit_commute,walk_commute,bike_commute,work_from_home,households,mean_household_income,mean_income,median_household_income,living_wage,poverty,unemployment_rate,median_aqi,violent_crime,property_crime,walkable,walkable_detail,aqi_concern_level
4720,Avondale,Arizona,90564,AZ,"Avondale, Arizona","Avondale, AZ",4720AZ,404720,122.44797799999999,739.6120497800299,"Maricopa, Arizona",30.2,0.46838699704076675,0.5315909191290137,0.37233337750099377,0.09850492469413895,0.02117839318051323,0.040071109933306835,0.004118634335939226,0.25303652665518306,0.19717547811492425,0.5485402588224901,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,26,52,,,,,,0.2938364029857338,82221,24715,71423,37614.0,0.12223400026500596,7.3,122.0,0.0027715206925489158,0.03417472726469679,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
7940,Buckeye,Arizona,101315,AZ,"Buckeye, Arizona","Buckeye, AZ",7940AZ,407940,1017.815349,99.54163110189057,"Maricopa, Arizona",35.1,0.5071805754330553,0.4928095543601638,0.5108917731826482,0.06542960075013572,0.016670779252825348,0.01563440754083798,0.0029314514139071215,0.14655283028179442,0.14503281843754626,0.35174455904851204,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,14,33,,,,,,0.30511770221586143,95987,29640,75417,37614.0,0.07596111138528353,,122.0,0.0010561121255490303,0.012485811577752554,Car Dependent,Very Car Dependent,Unhealthy for Sensitive Groups
10530,Casa Grande,Arizona,57699,AZ,"Casa Grande, Arizona","Casa Grande, AZ",10530AZ,410530,287.148663,200.93772820387466,"Pinal, Arizona",,,,0.5246884694708747,0.045564047903776494,0.03906480181632264,0.018648503440267597,0.0031196381219778507,0.1429834139239848,0.15589524948439315,0.373801972304546,19.25,25.200000000000003,15.1,29.65,63.5,6.25,11.149999999999999,79.6,6.85,73.5,83.35,66.85,7.1,44.75,37.150000000000006,18.299999999999997,53.55,19.6,11.3,16.3,31.4,3.2,25.55,66.6,14.9,36.85,11.55,36.35,3.25,13.0,1.1023841752547356,0.013835026034097609,27,45,,,,,,,,,,37614.0,,,69.0,,,Car Dependent,Car Dependent,Moderate
12000,Chandler,Arizona,279458,AZ,"Chandler, Arizona","Chandler, AZ",12000AZ,412000,169.12774,1652.348692177877,"Maricopa, Arizona",36.6,0.5115795575721576,0.4883739238096601,0.5765481753966607,0.05909295851254929,0.01906189838902447,0.1186296330754532,0.002361714461564886,0.08068117570439923,0.1312039734056638,0.22277766247521988,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,35,55,67.5,0,1.9,0.2,29.1,0.38527435249661846,121790,46965,94613,37614.0,0.07525281079804479,3.3,122.0,0.0021219646601636022,0.019258707927488208,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
23620,Flagstaff,Arizona,76989,AZ,"Flagstaff, Arizona","Flagstaff, AZ",23620AZ,423620,171.026521,450.1582535260715,"Coconino, Arizona",26.7,0.48994012131603215,0.5099949343412695,0.6608086869552793,0.020509423424125525,0.11189910246918391,0.026029692553481667,0.0025847848393926406,0.07043863409058437,0.10567743443868605,0.1970801023522841,14.5,20.7,17.4,26.700000000000003,56.800000000000004,5.550000000000001,11.5,77.15,5.75,67.3,81.8,65.7,6.5,41.099999999999994,32.15,16.950000000000003,64.19999999999999,20.4,9.399999999999999,14.3,26.85,3.0,18.5,62.15,16.45,26.9,10.399999999999999,29.35,3.0,11.75,0.5726922027822157,0.006208679161958202,39,65,71.8,2,8.3,1.6,13.8,0.3823273454649366,84138,31629,61386,39074.0,0.17164789775162687,9.8,45.0,0.004766914754055774,0.03079660730753744,Car Dependent,Car Dependent,Good
27820,Glendale,Arizona,249630,AZ,"Glendale, Arizona","Glendale, AZ",27820AZ,427820,159.532413,1564.7603850886403,"Maricopa, Arizona",36.1,0.5013339742819373,0.498654007931739,0.5086848535833033,0.0762208067940552,0.020041661659255697,0.046625005007410965,0.0022994031166125866,0.18488563073348555,0.15601490205504145,0.39104674918879945,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,40,57,81.3,1.4,1,0.1,13.7,0.36295317069262506,78837,28898,62910,37614.0,0.13826463165484917,6.9,122.0,0.003457116532468053,0.03237992228498177,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
28380,Goodyear,Arizona,101733,AZ,"Goodyear, Arizona","Goodyear, AZ",28380AZ,428380,495.463332,205.32901918158498,"Maricopa, Arizona",38.7,0.4657485771578544,0.5343595490155604,0.5549330109207435,0.07165816401757542,0.012827696027837576,0.03883695556014272,0.002791621204525572,0.11541977529415234,0.14023964691889554,0.28800880736830725,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,17,42,74.2,0,0.4,0,23.2,0.325656375020888,103387,33825,90577,37614.0,0.03878780729949967,3.4,122.0,0.001690700166121121,0.020101638603009838,Car Dependent,Very Car Dependent,Unhealthy for Sensitive Groups
39370,Lake Havasu City,Arizona,58284,AZ,"Lake Havasu City, Arizona","Lake Havasu City, AZ",39370AZ,439370,120.01653599999999,485.6330797616089,"Mohave, Arizona",,,,0.8193157641891429,0.006125180152357422,0.009934115709285568,0.011203760894928283,0.0013039599203898153,0.04460915517123053,0.08794866515681833,0.134994166495093,18.35,29.049999999999997,16.45,33.0,64.4,7.5,10.7,76.65,8.55,69.35,83.6,62.75,9.35,35.2,32.55,19.85,50.55,20.950000000000003,12.7,18.4,33.6,3.8499999999999996,30.2,60.35,16.45,35.45,13.15,36.35,3.95,14.3,0.9887962391050718,0.024946812161141994,15,29,,,,,,,,,,33093.0,,,19.0,0.0014926909614988676,0.011495436140278635,Car Dependent,Very Car Dependent,Good
44410,Maricopa,Arizona,62720,AZ,"Maricopa, Arizona","Maricopa, AZ",44410AZ,444410,109.95982099999999,570.3901609661588,"Pinal, Arizona",,,,0.5185267857142857,0.11525829081632653,0.022273596938775512,0.026929209183673468,0.004990433673469388,0.09708227040816327,0.14167729591836734,0.2577327806122449,19.25,25.200000000000003,15.1,29.65,63.5,6.25,11.149999999999999,79.6,6.85,73.5,83.35,66.85,7.1,44.75,37.150000000000006,18.299999999999997,53.55,19.6,11.3,16.3,31.4,3.2,25.55,66.6,14.9,36.85,11.55,36.35,3.25,13.0,1.1023841752547356,0.013835026034097609,13,38,,,,,,,,,,37614.0,,,69.0,0.0013552295918367347,0.009630102040816326,Car Dependent,Very Car Dependent,Moderate
46000,Mesa,Arizona,509475,AZ,"Mesa, Arizona","Mesa, AZ",46000AZ,446000,359.242849,1418.191068849919,"Maricopa, Arizona",37.7,0.49552382354384417,0.5045095441385741,0.6499200157024387,0.041707640217871336,0.02692575690661956,0.026117081309190833,0.004059080425928652,0.11917562196378625,0.12185485058148093,0.2698660385691153,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,38,60,74.9,0.9,1.4,0.2,20.6,0.3908179989204573,90131,35439,69266,37614.0,0.10032484420236518,4.2,122.0,0.003833357868393935,0.01900583934442318,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
54050,Peoria,Arizona,194917,AZ,"Peoria, Arizona","Peoria, AZ",54050AZ,454050,456.049509,427.4031572304576,"Maricopa, Arizona",42.7,0.491409163900532,0.5085549233776427,0.6999184268175686,0.0387344356828804,0.010958510545514244,0.04529107261039314,0.0015442470384830467,0.0663359275999528,0.11704469081711703,0.19911552096533397,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,30,47,71.7,0.5,0.9,0,25.7,0.3872366186633285,114355,44504,92566,37614.0,0.07745861058809647,4.6,122.0,0.0020880682546930234,0.01679176264769107,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
55000,Phoenix,Arizona,1624569,AZ,"Phoenix, Arizona","Phoenix, AZ",55000AZ,455000,1341.60162,1210.917589679118,"Maricopa, Arizona",34.5,0.5040536905480777,0.4959278430155937,0.4919298595504408,0.07710352715089357,0.02527008702000346,0.04073018751434996,0.002276911599322651,0.19935072009868463,0.1532252554369805,0.4072304715896955,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,41,56,72.2,1.8,1.4,0.4,22.4,0.37058382869548784,93870,35073,68435,37614.0,0.14737939724320728,5.9,122.0,0.00726531159956887,0.03445467690199677,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
65000,Scottsdale,Arizona,242753,AZ,"Scottsdale, Arizona","Scottsdale, AZ",65000AZ,465000,476.565025,509.38064537992483,"Maricopa, Arizona",49.5,0.4691105774181987,0.5308935419953615,0.8056460682257274,0.019995633421626097,0.007769213974698562,0.04977899346249068,0.0010586892849933883,0.0323456352753622,0.07767154267918419,0.09694215931420003,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,32,56,61.6,0,1.4,1,34.9,0.4907127821283362,151784,74952,99097,37614.0,0.07157893002352185,4.3,122.0,0.0017095566275185064,0.021004889743896058,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
71510,Surprise,Arizona,149191,AZ,"Surprise, Arizona","Surprise, AZ",71510AZ,471510,285.680055,522.2310671985834,"Maricopa, Arizona",40.6,0.4662546668364714,0.5337453331635287,0.6877961807347628,0.052442841726377594,0.008599714459987532,0.026469425099369264,0.002312471931953,0.06083476885334906,0.12103947289045586,0.19017903224725352,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,21,46,78.2,0,1.2,0,19.1,0.3709272007024552,96641,36114,78411,37614.0,0.0715659791810498,4.4,122.0,0.0009249887727811999,0.013961968215240865,Car Dependent,Very Car Dependent,Unhealthy for Sensitive Groups
73000,Tempe,Arizona,184118,AZ,"Tempe, Arizona","Tempe, AZ",73000AZ,473000,103.448358,1779.8059201674328,"Maricopa, Arizona",29.0,0.5253315808340303,0.4746195374705352,0.5861838603504275,0.06589252544563812,0.030170868682040865,0.09490109603623763,0.0040734746195374705,0.07829218218751019,0.12130807416982588,0.21561172726186467,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.449999999999996,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.399999999999999,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.34433620738450793,0.004647877538111067,54,75,65.4,1.2,3.4,1.8,26.6,0.4198720385839516,92446,39225,68662,37614.0,0.15604666572524142,6.5,122.0,0.004828425249025082,0.04030024223595737,Walkable,Somewhat Walkable,Unhealthy for Sensitive Groups
77000,Tucson,Arizona,543242,AZ,"Tucson, Arizona","Tucson, AZ",77000AZ,477000,624.169229,870.3440906087988,"Pima, Arizona",33.6,0.5006645288839965,0.49928576950972126,0.5448510976691787,0.05585356065989007,0.0291619572860714,0.03172803281042335,0.0028016979541346213,0.15140397833746286,0.18307126474020785,0.4213186756546806,17.5,23.950000000000003,15.75,28.95,64.4,6.35,10.8,79.0,6.25,72.4,85.05000000000001,70.1,6.2,45.4,38.8,15.2,58.4,20.65,9.8,15.2,30.75,3.3,23.0,70.65,14.9,28.75,10.600000000000001,33.25,3.0,10.899999999999999,0.470670529892755,0.007087080895807025,43,66,75.8,2.1,2.4,1.1,17.4,0.41062362630282634,67355,27821,50306,32904.0,0.18173668457151693,6.9,53.0,0.006949020878356239,0.033029478574926094,Car Dependent,Car Dependent,Moderate
85540,Yuma,Arizona,97093,AZ,"Yuma, Arizona","Yuma, AZ",85540AZ,485540,312.53569,310.6621199006104,"Yuma, Arizona",30.7,0.5085742535507194,0.4914669440639387,0.45695364238410596,0.025161443152441475,0.017333896367400327,0.020372220448436035,0.0018538926596150082,0.2273902341054453,0.2350220922208604,0.5996312813488099,28.45,22.6,14.3,32.55,63.099999999999994,5.8,10.0,77.05000000000001,7.15,71.75,82.7,61.5,7.05,36.25,29.1,15.75,52.0,19.6,13.7,21.55,32.900000000000006,3.7,29.75,65.7,15.05,39.6,12.65,35.85,3.55,14.149999999999999,0.6462978793527855,0.01216359572780736,34,51,,,,,,0.3762372158652014,71725,26988,54260,33407.0,0.16415189560524446,8.3,46.0,0.0038725757778624616,0.02370922723574305,Car Dependent,Car Dependent,Good
5320,Bentonville,Arkansas,56734,AR,"Bentonville, Arkansas","Bentonville, AR",5320AR,505320,87.65191899999999,647.264779222917,"Benton, Arkansas",,,,0.6329185320971551,0.029876264673740615,0.011703740261571545,0.14902880107166777,0.004054006415905806,0.038654069869919275,0.08846547044100539,0.09578030810448761,15.45,22.3,17.0,31.55,65.75,6.15,8.850000000000001,81.44999999999999,6.15,73.7,85.15,73.5,6.25,51.5,44.650000000000006,16.2,62.650000000000006,21.8,9.2,14.85,30.95,2.55,24.35,71.5,14.8,29.6,10.25,31.05,2.55,11.600000000000001,0.5249284295167623,0.00664080221516512,24,41,,,,,,,,,,32480.0,,,,0.0020975076673599605,0.01293756830119505,Car Dependent,Very Car Dependent,Good
15190,Conway,Arkansas,65121,AR,"Conway, Arkansas","Conway, AR",15190AR,515190,119.424506,545.2900931405151,"Faulkner, Arkansas",29.1,0.4839452711107016,0.5161315090370234,0.6631040678122264,0.18132399686736997,0.0047757251884952626,0.018657575897176027,0.0007217333886150397,0.03398289338308687,0.08227760630211453,0.06593879086623362,12.95,23.2,15.45,35.599999999999994,68.75,5.95,10.149999999999999,81.05000000000001,6.4,77.3,84.0,72.65,7.2,48.7,40.400000000000006,19.55,60.7,24.0,10.0,16.65,34.25,2.75,26.55,71.65,16.450000000000003,35.6,11.2,36.45,2.9,12.899999999999999,0.5413153974908248,0.004852505336220267,25,37,,,,,,0.3877551020408163,73726,28749,53029,34473.0,0.16312710185654397,,,0.004975353572580274,0.028285806421891557,Car Dependent,Car Dependent,Good
23290,Fayetteville,Arkansas,95230,AR,"Fayetteville, Arkansas","Fayetteville, AR",23290AR,523290,140.213588,679.1781121812531,"Washington, Arkansas",28.4,0.49833035808043685,0.501680142812139,0.7486611361965767,0.06393993489446603,0.011235955056179775,0.03174419825685183,0.005029927543841226,0.03390738212748084,0.09202982253491547,0.08486821379817285,16.65,21.700000000000003,16.1,29.3,65.35,5.8,10.149999999999999,80.94999999999999,6.8,75.9,83.0,69.4,7.15,48.099999999999994,36.55,18.5,57.55,23.4,10.5,17.4,29.3,2.8,26.35,67.44999999999999,15.9,35.25,11.5,31.2,2.9,14.9,0.3765115757579072,0.003390961446956065,32,50,80.3,0.9,2.5,0.4,15.3,0.4211277958626483,77939,33179,61428,32480.0,0.16324687598445867,3.6,41.0,0.0041583534600441036,0.041646539955896254,Car Dependent,Car Dependent,Good
24550,Fort Smith,Arkansas,89576,AR,"Fort Smith, Arkansas","Fort Smith, AR",24550AR,524550,165.743431,540.4497750502101,"Sebastian, Arkansas",36.7,0.4804300258997946,0.519547646691078,0.6053183888541573,0.08660802000535858,0.022260426900062517,0.057839153344645886,0.0008819326605340717,0.1085223720639457,0.11372465839064035,0.1949852639099759,17.0,25.75,13.9,38.25,68.0,6.4,10.4,78.9,7.6,75.95,83.0,68.4,8.5,43.95,38.7,20.9,56.599999999999994,25.05,12.100000000000001,20.0,36.0,3.2,29.6,69.95,16.6,36.25,12.7,35.15,3.45,14.4,0.3665825667589533,0.005872108600517996,35,38,,,,,,0.4062472090738591,69630,28437,44718,32027.0,0.2336228454050192,7.3,,0.009634277038492454,0.057236313298204874,Car Dependent,Car Dependent,Good
