"Column Name","Label"
"S1101_C01_011E","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C01_011EA","Annotation of Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C01_011M","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C01_011MA","Annotation of Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C01_012E","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C01_012M","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C01_012MA","Annotation of Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C01_012EA","Annotation of Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C01_013E","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C01_013EA","Annotation of Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C01_013M","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C01_013MA","Annotation of Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C01_014E","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C01_014M","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C01_014MA","Annotation of Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C01_014EA","Annotation of Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C01_015E","Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C01_015M","Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C01_015MA","Annotation of Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C01_015EA","Annotation of Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C01_016E","Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C01_016M","Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C01_016MA","Annotation of Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C01_016EA","Annotation of Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C01_017E","Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C01_017M","Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C01_017MA","Annotation of Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C01_017EA","Annotation of Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C01_018E","Estimate!!Total!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C01_018M","Margin of Error!!Total!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C01_018MA","Annotation of Margin of Error!!Total!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C01_018EA","Annotation of Estimate!!Total!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C01_019E","Estimate!!Total!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C01_019EA","Annotation of Estimate!!Total!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C01_019M","Margin of Error!!Total!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C01_019MA","Annotation of Margin of Error!!Total!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C02_001E","Estimate!!Married-couple family household!!HOUSEHOLDS!!Total households"
"S1101_C02_001M","Margin of Error!!Married-couple family household!!HOUSEHOLDS!!Total households"
"S1101_C02_001MA","Annotation of Margin of Error!!Married-couple family household!!HOUSEHOLDS!!Total households"
"S1101_C02_001EA","Annotation of Estimate!!Married-couple family household!!HOUSEHOLDS!!Total households"
"S1101_C02_002E","Estimate!!Married-couple family household!!HOUSEHOLDS!!Average household size"
"S1101_C02_002M","Margin of Error!!Married-couple family household!!HOUSEHOLDS!!Average household size"
"S1101_C02_002MA","Annotation of Margin of Error!!Married-couple family household!!HOUSEHOLDS!!Average household size"
"S1101_C02_002EA","Annotation of Estimate!!Married-couple family household!!HOUSEHOLDS!!Average household size"
"S1101_C02_003E","Estimate!!Married-couple family household!!FAMILIES!!Total families"
"S1101_C02_003M","Margin of Error!!Married-couple family household!!FAMILIES!!Total families"
"S1101_C02_003MA","Annotation of Margin of Error!!Married-couple family household!!FAMILIES!!Total families"
"S1101_C02_003EA","Annotation of Estimate!!Married-couple family household!!FAMILIES!!Total families"
"S1101_C02_004E","Estimate!!Married-couple family household!!FAMILIES!!Average family size"
"S1101_C02_004EA","Annotation of Estimate!!Married-couple family household!!FAMILIES!!Average family size"
"S1101_C02_004M","Margin of Error!!Married-couple family household!!FAMILIES!!Average family size"
"S1101_C02_004MA","Annotation of Margin of Error!!Married-couple family household!!FAMILIES!!Average family size"
"S1101_C02_005E","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C02_005EA","Annotation of Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C02_005M","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C02_005MA","Annotation of Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C02_006E","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C02_006EA","Annotation of Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C02_006M","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C02_006MA","Annotation of Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C02_007E","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C02_007EA","Annotation of Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C02_007M","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C02_007MA","Annotation of Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C02_008E","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C02_008EA","Annotation of Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C02_008M","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C02_008MA","Annotation of Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C02_009E","Estimate!!Married-couple family household!!Total households"
"S1101_C02_009M","Margin of Error!!Married-couple family household!!Total households"
"S1101_C02_009MA","Annotation of Margin of Error!!Married-couple family household!!Total households"
"S1101_C02_009EA","Annotation of Estimate!!Married-couple family household!!Total households"
"S1101_C02_010E","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C02_010M","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C02_010MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C02_010EA","Annotation of Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C02_011E","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C02_011M","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C02_011MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C02_011EA","Annotation of Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C02_012E","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C02_012M","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C02_012MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C02_012EA","Annotation of Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C02_013E","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C02_013M","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C02_013MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C02_013EA","Annotation of Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C02_014E","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C02_014M","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C02_014MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C02_014EA","Annotation of Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C02_015E","Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C02_015EA","Annotation of Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C02_015M","Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C02_015MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C02_016E","Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C02_016EA","Annotation of Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C02_016M","Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C02_016MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C02_017E","Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C02_017EA","Annotation of Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C02_017M","Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C02_017MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C02_018E","Estimate!!Married-couple family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C02_018EA","Annotation of Estimate!!Married-couple family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C02_018M","Margin of Error!!Married-couple family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C02_018MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C02_019E","Estimate!!Married-couple family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C02_019M","Margin of Error!!Married-couple family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C02_019MA","Annotation of Margin of Error!!Married-couple family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C02_019EA","Annotation of Estimate!!Married-couple family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C03_001E","Estimate!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Total households"
"S1101_C03_001M","Margin of Error!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Total households"
"S1101_C03_001MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Total households"
"S1101_C03_001EA","Annotation of Estimate!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Total households"
"S1101_C03_002E","Estimate!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Average household size"
"S1101_C03_002M","Margin of Error!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Average household size"
"S1101_C03_002MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Average household size"
"S1101_C03_002EA","Annotation of Estimate!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Average household size"
"S1101_C03_003E","Estimate!!Male householder, no spouse present, family household!!FAMILIES!!Total families"
"S1101_C03_003M","Margin of Error!!Male householder, no spouse present, family household!!FAMILIES!!Total families"
"S1101_C03_003MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!FAMILIES!!Total families"
"S1101_C03_003EA","Annotation of Estimate!!Male householder, no spouse present, family household!!FAMILIES!!Total families"
"S1101_C03_004E","Estimate!!Male householder, no spouse present, family household!!FAMILIES!!Average family size"
"S1101_C03_004EA","Annotation of Estimate!!Male householder, no spouse present, family household!!FAMILIES!!Average family size"
"S1101_C03_004M","Margin of Error!!Male householder, no spouse present, family household!!FAMILIES!!Average family size"
"S1101_C03_004MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!FAMILIES!!Average family size"
"S1101_C03_005E","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C03_005M","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C03_005MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C03_005EA","Annotation of Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years"
"S1101_C03_006E","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C03_006EA","Annotation of Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C03_006M","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C03_006MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only"
"S1101_C03_007E","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C03_007EA","Annotation of Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C03_007M","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C03_007MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years"
"S1101_C03_008E","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C03_008EA","Annotation of Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C03_008M","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C03_008MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only"
"S1101_C03_009E","Estimate!!Male householder, no spouse present, family household!!Total households"
"S1101_C03_009M","Margin of Error!!Male householder, no spouse present, family household!!Total households"
"S1101_C03_009MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households"
"S1101_C03_009EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households"
"S1101_C03_010E","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C03_010M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C03_010MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C03_010EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years"
"S1101_C03_011E","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C03_011M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C03_011MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C03_011EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over"
"S1101_C03_012E","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C03_012M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C03_012MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C03_012EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 65 year and over"
"S1101_C03_013E","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C03_013M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C03_013MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C03_013EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone"
"S1101_C03_014E","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C03_014EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C03_014M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C03_014MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over"
"S1101_C03_015E","Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C03_015EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C03_015M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C03_015MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures"
"S1101_C03_016E","Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C03_016M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C03_016MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C03_016EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures"
"S1101_C03_017E","Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C03_017EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C03_017M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C03_017MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units"
"S1101_C03_018E","Estimate!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C03_018EA","Annotation of Estimate!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C03_018M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C03_018MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units"
"S1101_C03_019E","Estimate!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C03_019M","Margin of Error!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"S1101_C03_019MA","Annotation of Margin of Error!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
