"GEO_ID","NAME","B08141_001E","B08141_001M","B08141_001MA","B08141_001EA","B08141_002E","B08141_002M","B08141_002MA","B08141_002EA","B08141_003E","B08141_003M","B08141_003MA","B08141_003EA","B08141_004E","B08141_004M","B08141_004MA","B08141_004EA","B08141_005E","B08141_005EA","B08141_005M","B08141_005MA","B08141_006E","B08141_006M","B08141_006MA","B08141_006EA","B08141_007E","B08141_007M","B08141_007MA","B08141_007EA","B08141_008E","B08141_008M","B08141_008MA","B08141_008EA","B08141_009E","B08141_009M","B08141_009MA","B08141_009EA","B08141_010E","B08141_010M","B08141_010MA","B08141_010EA","B08141_011E","B08141_011M","B08141_011MA","B08141_011EA","B08141_012E","B08141_012M","B08141_012MA","B08141_012EA","B08141_013E","B08141_013M","B08141_013MA","B08141_013EA","B08141_014E","B08141_014M","B08141_014MA","B08141_014EA","B08141_015E","B08141_015M","B08141_015MA","B08141_015EA","B08141_016E","B08141_016EA","B08141_016M","B08141_016MA","B08141_017E","B08141_017M","B08141_017MA","B08141_017EA","B08141_018E","B08141_018M","B08141_018MA","B08141_018EA","B08141_019E","B08141_019M","B08141_019MA","B08141_019EA","B08141_020E","B08141_020M","B08141_020MA","B08141_020EA","B08141_021E","B08141_021M","B08141_021MA","B08141_021EA","B08141_022E","B08141_022M","B08141_022MA","B08141_022EA","B08141_023E","B08141_023M","B08141_023MA","B08141_023EA","B08141_024E","B08141_024M","B08141_024MA","B08141_024EA","B08141_025E","B08141_025M","B08141_025MA","B08141_025EA","B08141_026E","B08141_026M","B08141_026MA","B08141_026EA","B08141_027E","B08141_027M","B08141_027MA","B08141_027EA","B08141_028E","B08141_028M","B08141_028MA","B08141_028EA","B08141_029E","B08141_029M","B08141_029MA","B08141_029EA","B08141_030E","B08141_030M","B08141_030MA","B08141_030EA","B08141_031E","B08141_031M","B08141_031MA","B08141_031EA","B08141_032E","B08141_032M","B08141_032MA","B08141_032EA","B08141_033E","B08141_033M","B08141_033MA","B08141_033EA","B08141_034E","B08141_034M","B08141_034MA","B08141_034EA","B08141_035E","B08141_035M","B08141_035MA","B08141_035EA",
"1600000US0684550","Westminster city, California","38060","2227","null","null","1581","981","null","null","5657","1269","null","null","13949","2256","null","null","16873","null","2572","null","24339","2038","null","null","424","302","null","null","3662","1051","null","null","8581","1679","null","null","11672","2117","null","null","6400","1413","null","null","541","886","null","null","609","461","null","null","2495","962","null","null","2755","924","null","null","154","null","141","null","46","76","null","null","0","218","null","null","37","62","null","null","71","102","null","null","273","179","null","null","0","218","null","null","91","150","null","null","182","187","null","null","0","218","null","null","1243","657","null","null","175","226","null","null","451","350","null","null","158","205","null","null","459","438","null","null","5651","1395","null","null","395","364","null","null","844","483","null","null","2496","1125","null","null","1916","706","null","null",
"1600000US0685292","Whittier city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0686832","Yorba Linda city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0686972","Yuba City city, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0803455","Arvada city, Colorado","66443","2897","null","null","912","539","null","null","10292","1621","null","null","30550","3054","null","null","24689","null","3165","null","44418","2768","null","null","439","271","null","null","6326","1291","null","null","19634","2382","null","null","18019","2568","null","null","3290","1061","null","null","322","409","null","null","282","249","null","null","1104","529","null","null","1582","647","null","null","425","null","271","null","27","44","null","null","319","236","null","null","0","211","null","null","79","133","null","null","338","231","null","null","0","211","null","null","86","119","null","null","119","142","null","null","133","157","null","null","540","311","null","null","47","77","null","null","216","222","null","null","204","176","null","null","73","93","null","null","17432","1979","null","null","77","110","null","null","3063","813","null","null","9489","1782","null","null","4803","1066","null","null",
"1600000US0804000","Aurora city, Colorado","199844","5085","null","null","6033","1904","null","null","39590","3826","null","null","91302","6090","null","null","62919","null","5249","null","126546","5194","null","null","2134","888","null","null","23654","2891","null","null","58991","4577","null","null","41767","4204","null","null","22084","2888","null","null","611","437","null","null","2881","1093","null","null","8947","1992","null","null","9645","2171","null","null","6423","null","1648","null","1495","722","null","null","2068","844","null","null","2035","1157","null","null","825","524","null","null","2627","1027","null","null","1142","822","null","null","301","214","null","null","769","469","null","null","415","333","null","null","2721","968","null","null","222","192","null","null","857","655","null","null","1006","588","null","null","636","376","null","null","39443","3293","null","null","429","279","null","null","9829","1584","null","null","19554","2963","null","null","9631","1604","null","null",
"1600000US0807850","Boulder city, Colorado","53427","2972","null","null","1383","567","null","null","16263","2822","null","null","22820","3324","null","null","12961","null","3145","null","20029","1907","null","null","81","95","null","null","4348","1149","null","null","9191","1927","null","null","6409","1638","null","null","1366","624","null","null","0","211","null","null","473","336","null","null","423","390","null","null","470","354","null","null","1353","null","548","null","417","363","null","null","145","180","null","null","575","371","null","null","216","229","null","null","3599","1135","null","null","120","102","null","null","1246","563","null","null","1289","847","null","null","944","558","null","null","4018","1065","null","null","97","170","null","null","1454","691","null","null","1864","924","null","null","603","413","null","null","23062","2496","null","null","668","379","null","null","8597","2045","null","null","9478","1591","null","null","4319","1422","null","null",
"1600000US0809280","Broomfield city, Colorado","40940","1396","null","null","1448","946","null","null","6580","1166","null","null","16526","1935","null","null","16386","null","2037","null","22556","1742","null","null","987","696","null","null","3028","741","null","null","8639","1550","null","null","9902","1552","null","null","2308","832","null","null","0","211","null","null","78","97","null","null","627","405","null","null","1603","775","null","null","224","null","229","null","77","133","null","null","0","211","null","null","94","164","null","null","53","92","null","null","597","347","null","null","0","211","null","null","213","254","null","null","92","112","null","null","292","189","null","null","925","483","null","null","126","123","null","null","361","323","null","null","86","130","null","null","352","297","null","null","14330","1528","null","null","258","272","null","null","2900","702","null","null","6988","1152","null","null","4184","1083","null","null",
"1600000US0812415","Castle Rock town, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0812815","Centennial city, Colorado","54194","2197","null","null","716","476","null","null","7407","1371","null","null","24451","2497","null","null","21620","null","2655","null","33270","2390","null","null","399","316","null","null","4098","927","null","null","15507","2184","null","null","13266","1909","null","null","2017","814","null","null","0","211","null","null","314","333","null","null","779","409","null","null","924","611","null","null","333","null","221","null","0","211","null","null","99","124","null","null","99","119","null","null","135","139","null","null","757","433","null","null","0","211","null","null","28","46","null","null","312","240","null","null","417","360","null","null","877","408","null","null","47","77","null","null","169","156","null","null","203","196","null","null","458","350","null","null","16940","1703","null","null","270","286","null","null","2699","870","null","null","7551","1196","null","null","6420","1269","null","null",
"1600000US0816000","Colorado Springs city, Colorado","243249","6332","null","null","3539","1607","null","null","50561","4630","null","null","108860","6458","null","null","80289","null","7062","null","171877","6569","null","null","2239","1228","null","null","33049","3540","null","null","77788","5525","null","null","58801","6009","null","null","19173","3314","null","null","429","329","null","null","5196","1763","null","null","7229","1979","null","null","6319","2039","null","null","696","null","407","null","0","211","null","null","134","165","null","null","127","152","null","null","435","322","null","null","3492","1360","null","null","303","495","null","null","1034","538","null","null","1706","1029","null","null","449","386","null","null","2795","707","null","null","185","232","null","null","444","283","null","null","1461","508","null","null","705","439","null","null","45216","3679","null","null","383","337","null","null","10704","2031","null","null","20549","2250","null","null","13580","2443","null","null",
"1600000US0820000","Denver city, Colorado","400740","5592","null","null","18405","2881","null","null","127000","6651","null","null","164093","8083","null","null","91242","null","6292","null","215336","7444","null","null","3639","1120","null","null","60510","4611","null","null","92256","6018","null","null","58931","4725","null","null","22231","3602","null","null","1419","1181","null","null","4562","1381","null","null","9475","2252","null","null","6775","1894","null","null","10919","null","2156","null","3410","1343","null","null","3808","1442","null","null","2609","909","null","null","1092","521","null","null","10775","1713","null","null","3318","1306","null","null","4289","1075","null","null","1982","679","null","null","1186","757","null","null","11833","1998","null","null","1799","863","null","null","5326","1450","null","null","3292","939","null","null","1416","826","null","null","129646","5763","null","null","4820","1138","null","null","48505","4204","null","null","54479","4749","null","null","21842","3433","null","null",
"1600000US0827425","Fort Collins city, Colorado","95857","3555","null","null","1401","641","null","null","17631","2285","null","null","47137","3410","null","null","29688","null","4045","null","57156","4029","null","null","677","418","null","null","10123","1872","null","null","27471","2595","null","null","18885","3087","null","null","5556","1432","null","null","226","203","null","null","746","403","null","null","3102","1159","null","null","1482","882","null","null","855","null","517","null","0","211","null","null","171","244","null","null","161","189","null","null","523","465","null","null","3162","1060","null","null","132","229","null","null","587","383","null","null","1872","955","null","null","571","348","null","null","5004","1609","null","null","250","213","null","null","1058","686","null","null","1526","652","null","null","2170","1329","null","null","24124","2322","null","null","116","197","null","null","4946","1333","null","null","13005","2080","null","null","6057","1367","null","null",
"1600000US0831660","Grand Junction city, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0832155","Greeley city, Colorado","49239","2433","null","null","866","551","null","null","8504","2060","null","null","21314","2976","null","null","18555","null","2694","null","34582","2730","null","null","603","469","null","null","6348","1812","null","null","14710","2349","null","null","12921","2310","null","null","5154","1269","null","null","0","211","null","null","938","620","null","null","1502","782","null","null","2714","1038","null","null","167","null","144","null","0","211","null","null","39","67","null","null","92","116","null","null","36","61","null","null","2161","982","null","null","119","207","null","null","67","82","null","null","792","687","null","null","1183","654","null","null","395","451","null","null","0","211","null","null","0","211","null","null","395","451","null","null","0","211","null","null","6780","1702","null","null","144","161","null","null","1112","543","null","null","3823","1568","null","null","1701","669","null","null",
"1600000US0836410","Highlands Ranch CDP, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0843000","Lakewood city, Colorado","82211","3436","null","null","2320","1098","null","null","20069","2595","null","null","33244","3364","null","null","26578","null","3268","null","51310","3234","null","null","457","385","null","null","12308","1906","null","null","21207","2808","null","null","17338","2404","null","null","3724","1042","null","null","377","372","null","null","1434","749","null","null","1246","599","null","null","667","331","null","null","1392","null","725","null","835","715","null","null","205","205","null","null","173","194","null","null","179","289","null","null","1059","439","null","null","125","204","null","null","305","199","null","null","231","203","null","null","398","344","null","null","1449","658","null","null","261","310","null","null","252","301","null","null","563","375","null","null","373","265","null","null","23277","2413","null","null","265","302","null","null","5565","1316","null","null","9824","1693","null","null","7623","1669","null","null",
"1600000US0845970","Longmont city, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0846465","Loveland city, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0862000","Pueblo city, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0877290","Thornton city, Colorado","74751","3393","null","null","991","723","null","null","9133","2041","null","null","30369","4024","null","null","34258","null","4614","null","52508","3407","null","null","371","514","null","null","6474","1588","null","null","21145","3364","null","null","24518","3467","null","null","6269","1903","null","null","0","211","null","null","435","436","null","null","3014","1369","null","null","2820","1305","null","null","1241","null","867","null","391","430","null","null","46","76","null","null","305","331","null","null","499","643","null","null","1110","650","null","null","0","211","null","null","104","175","null","null","704","706","null","null","302","436","null","null","1123","713","null","null","60","100","null","null","174","169","null","null","424","322","null","null","465","584","null","null","12500","2045","null","null","169","163","null","null","1900","902","null","null","4777","1294","null","null","5654","1447","null","null",
"1600000US0883835","Westminster city, Colorado","65869","2449","null","null","1682","857","null","null","14056","2496","null","null","27799","3176","null","null","22332","null","3096","null","42492","2966","null","null","494","433","null","null","9188","1956","null","null","17639","2203","null","null","15171","2551","null","null","3598","1226","null","null","0","211","null","null","1088","1000","null","null","1325","661","null","null","1185","711","null","null","656","null","598","null","0","211","null","null","56","96","null","null","554","576","null","null","46","75","null","null","813","453","null","null","261","191","null","null","306","349","null","null","0","211","null","null","246","196","null","null","1052","789","null","null","341","533","null","null","132","159","null","null","57","95","null","null","522","515","null","null","17258","1929","null","null","586","400","null","null","3286","947","null","null","8224","1457","null","null","5162","1239","null","null",
"1600000US0908000","Bridgeport city, Connecticut","72575","3500","null","null","5361","1569","null","null","17688","3380","null","null","31060","4968","null","null","18466","null","3830","null","46851","3657","null","null","901","563","null","null","11338","2444","null","null","22388","3802","null","null","12224","2626","null","null","11090","2613","null","null","1392","779","null","null","2705","1214","null","null","3546","2059","null","null","3447","1788","null","null","4198","null","1471","null","1052","624","null","null","1138","722","null","null","1668","980","null","null","340","250","null","null","1604","832","null","null","662","513","null","null","524","442","null","null","341","336","null","null","77","134","null","null","2519","1112","null","null","1137","797","null","null","532","450","null","null","641","581","null","null","209","259","null","null","6313","1814","null","null","217","258","null","null","1451","666","null","null","2476","1215","null","null","2169","1074","null","null",
"1600000US0918430","Danbury city, Connecticut","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US0937000","Hartford city, Connecticut","49010","3576","null","null","5882","1524","null","null","18207","2805","null","null","18316","3486","null","null","6605","null","2388","null","30056","2589","null","null","1575","717","null","null","11791","1987","null","null","12072","2335","null","null","4618","1918","null","null","5554","1777","null","null","532","381","null","null","1631","1028","null","null","2582","1457","null","null","809","662","null","null","3975","null","1207","null","1946","875","null","null","1389","610","null","null","640","522","null","null","0","217","null","null","1676","738","null","null","807","490","null","null","544","483","null","null","149","155","null","null","176","220","null","null","2236","1071","null","null","515","410","null","null","636","714","null","null","638","577","null","null","447","461","null","null","5513","1521","null","null","507","362","null","null","2216","883","null","null","2235","1206","null","null","555","483","null","null",
"1600000US0950370","New Britain city, Connecticut","34457","3109","null","null","1531","1305","null","null","11798","2238","null","null","10279","1993","null","null","10849","null","3407","null","24804","2652","null","null","646","506","null","null","8447","1644","null","null","7048","1605","null","null","8663","2721","null","null","3203","1212","null","null","135","215","null","null","751","428","null","null","1284","946","null","null","1033","755","null","null","993","null","664","null","62","107","null","null","604","617","null","null","256","223","null","null","71","114","null","null","1056","1111","null","null","581","946","null","null","364","319","null","null","111","188","null","null","0","217","null","null","573","387","null","null","107","180","null","null","276","313","null","null","190","158","null","null","0","217","null","null","3828","1109","null","null","0","217","null","null","1356","839","null","null","1390","577","null","null","1082","777","null","null",
"1600000US0952000","New Haven city, Connecticut","58292","3799","null","null","10185","2141","null","null","23662","3303","null","null","17234","3030","null","null","7211","null","2444","null","31248","3190","null","null","1270","652","null","null","13217","2635","null","null","11170","2334","null","null","5591","2076","null","null","3788","1227","null","null","1392","759","null","null","1426","861","null","null","710","447","null","null","260","235","null","null","4725","null","1629","null","2641","1066","null","null","916","739","null","null","1097","892","null","null","71","126","null","null","6448","1236","null","null","2229","809","null","null","3099","834","null","null","791","411","null","null","329","487","null","null","2231","939","null","null","548","397","null","null","597","386","null","null","651","454","null","null","435","548","null","null","9852","1979","null","null","2105","944","null","null","4407","1330","null","null","2815","1152","null","null","525","382","null","null",
"1600000US0955990","Norwalk city, Connecticut","44990","2932","null","null","1598","1166","null","null","10706","1989","null","null","20276","3002","null","null","12410","null","2341","null","26568","2356","null","null","483","346","null","null","6203","1396","null","null","11110","1991","null","null","8772","1842","null","null","3607","1400","null","null","640","1008","null","null","937","819","null","null","1563","964","null","null","467","475","null","null","1518","null","848","null","0","217","null","null","444","395","null","null","713","609","null","null","361","362","null","null","1155","569","null","null","0","217","null","null","193","199","null","null","496","467","null","null","466","402","null","null","690","406","null","null","47","79","null","null","125","150","null","null","142","143","null","null","376","345","null","null","11452","1747","null","null","428","439","null","null","2804","846","null","null","6252","1657","null","null","1968","770","null","null",
"1600000US0973000","Stamford city, Connecticut","75434","3798","null","null","3637","1745","null","null","24513","3655","null","null","27668","3721","null","null","19616","null","3846","null","41314","3449","null","null","858","564","null","null","12660","2471","null","null","15307","2394","null","null","12489","2658","null","null","6188","1627","null","null","38","63","null","null","2231","1405","null","null","2674","1277","null","null","1245","640","null","null","5233","null","1333","null","544","504","null","null","2333","1001","null","null","1208","652","null","null","1148","581","null","null","4409","1671","null","null","1379","1175","null","null","1642","1303","null","null","1388","673","null","null","0","217","null","null","1623","1023","null","null","255","347","null","null","792","891","null","null","327","315","null","null","249","262","null","null","16667","2796","null","null","563","633","null","null","4855","1136","null","null","6764","2145","null","null","4485","1736","null","null",
"1600000US0980000","Waterbury city, Connecticut","50030","3767","null","null","4135","1509","null","null","14651","2110","null","null","14318","2777","null","null","16926","null","3529","null","35428","3646","null","null","1092","855","null","null","10749","2105","null","null","11243","2416","null","null","12344","2967","null","null","6118","1262","null","null","987","608","null","null","2116","782","null","null","1095","580","null","null","1920","927","null","null","1226","null","726","null","932","580","null","null","79","131","null","null","0","217","null","null","215","324","null","null","956","808","null","null","748","766","null","null","102","172","null","null","0","217","null","null","106","131","null","null","1571","829","null","null","53","89","null","null","611","509","null","null","254","330","null","null","653","492","null","null","4731","1472","null","null","323","321","null","null","994","627","null","null","1726","860","null","null","1688","906","null","null",
"1600000US1077580","Wilmington city, Delaware","32776","2550","null","null","3663","1194","null","null","12786","2238","null","null","11234","2100","null","null","5093","null","2294","null","20445","2585","null","null","496","403","null","null","8198","1696","null","null","7442","1774","null","null","4309","2013","null","null","1678","730","null","null","736","562","null","null","397","371","null","null","545","479","null","null","0","210","null","null","1707","null","792","null","858","534","null","null","740","517","null","null","0","210","null","null","109","172","null","null","1416","604","null","null","569","454","null","null","550","354","null","null","175","206","null","null","122","142","null","null","644","560","null","null","286","466","null","null","153","251","null","null","157","149","null","null","48","81","null","null","6886","1433","null","null","718","549","null","null","2748","1020","null","null","2915","930","null","null","505","358","null","null",
"1600000US1150000","Washington city, District of Columbia","345564","5546","null","null","86569","6346","null","null","166508","6863","null","null","70138","4720","null","null","22349","null","3779","null","90052","5218","null","null","3236","1010","null","null","45454","3815","null","null","31121","3532","null","null","10241","2319","null","null","10561","2088","null","null","1148","671","null","null","5818","1648","null","null","2012","708","null","null","1583","1131","null","null","40413","null","3954","null","22519","3812","null","null","12463","2146","null","null","3785","841","null","null","1646","718","null","null","21065","2394","null","null","10389","1913","null","null","8909","1652","null","null","1367","512","null","null","400","304","null","null","16249","2435","null","null","6363","1549","null","null","7878","1802","null","null","1372","588","null","null","636","403","null","null","167224","6301","null","null","42914","3684","null","null","85986","5952","null","null","30481","3211","null","null","7843","2034","null","null",
"1600000US1200410","Alafaya CDP, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US1207300","Boca Raton city, Florida","44840","2789","null","null","788","476","null","null","13594","2496","null","null","21098","2663","null","null","9360","null","2492","null","27934","2634","null","null","375","288","null","null","6557","1498","null","null","15365","2307","null","null","5637","1779","null","null","1481","745","null","null","91","113","null","null","733","657","null","null","268","233","null","null","389","318","null","null","275","null","243","null","0","242","null","null","175","212","null","null","100","120","null","null","0","242","null","null","873","580","null","null","0","242","null","null","215","282","null","null","577","496","null","null","81","137","null","null","2708","1083","null","null","322","370","null","null","1220","814","null","null","794","591","null","null","372","424","null","null","11569","1696","null","null","0","242","null","null","4694","1198","null","null","3994","1130","null","null","2881","1057","null","null",
"1600000US1207875","Boynton Beach city, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US1208150","Brandon CDP, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1600000US1210275","Cape Coral city, Florida","97466","5022","null","null","1403","984","null","null","13646","2304","null","null","51852","5078","null","null","30565","null","5820","null","73149","5285","null","null","775","739","null","null","10698","1991","null","null","39475","4772","null","null","22201","4331","null","null","9350","2622","null","null","74","122","null","null","1287","788","null","null","3745","1657","null","null","4244","2308","null","null","0","null","242","null","0","242","null","null","0","242","null","null","0","242","null","null","0","242","null","null","1298","1610","null","null","0","242","null","null","36","60","null","null","1262","1608","null","null","0","242","null","null","1489","843","null","null","158","258","null","null","230","248","null","null","206","176","null","null","895","791","null","null","12180","2221","null","null","396","326","null","null","1395","571","null","null","7164","1998","null","null","3225","1006","null","null",
"1600000US1212875","Clearwater city, Florida","54144","3030","null","null","2999","1378","null","null","13191","2285","null","null","23596","3476","null","null","14358","null","3330","null","36295","3839","null","null","937","850","null","null","8576","1864","null","null","16254","3130","null","null","10528","2837","null","null","4627","1685","null","null","575","577","null","null","774","445","null","null","1808","1166","null","null","1470","1051","null","null","488","null","360","null","312","315","null","null","0","242","null","null","77","130","null","null","99","166","null","null","960","695","null","null","320","522","null","null","232","270","null","null","202","194","null","null","206","275","null","null","1691","1005","null","null","759","896","null","null","242","211","null","null","545","443","null","null","145","237","null","null","10083","2030","null","null","96","126","null","null","3367","1097","null","null","4710","1622","null","null","1910","747","null","null",
"1600000US1214400","Coral Springs city, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
